HHID,P_ID,P_AGE,AgeRange,AgeGroup,P_GENDER,GenderHOH,AgeHOH,SizeHH,HH_ISO,HHType,Lang,Surname,Address,PostCode,Country,FirstName,DOB,FreeEmail,PaymentInfo_VendorCode,PaymentInfo_ExpiryDate,PaymentInfo_AccountNbr,WorkEmail,DOCS_ExpiryDate,DOC_FirstName,DOC_Surname
RUS_0,RUS_0_1,78,75-79,AGE16,M,M,78,4,RUS,3AB,ru_RU,Беляков,"клх Белорецк, бул. Урожайный, д. 844 к. 99, 770783",034637,RUS,Радислав,1943-12-02,aksenovvasili@rambler.ru,Maestro,2022-05-11,5706008896913166,pimen1984@ao.biz,2024-04-15,Radislav,Beliakov
RUS_0,RUS_0_2,47,45-49,AGE10,F,M,78,4,RUS,3AB,ru_RU,Беляков,"клх Белорецк, бул. Урожайный, д. 844 к. 99, 770783",034637,RUS,Регина,1974-10-11,jmuhina@yandex.ru,Visa,2022-10-06,4763106766385722,harlampi_2005@kopilov.info,2023-06-09,Regina,Beliakov
RUS_0,RUS_0_3,49,45-49,AGE10,F,M,78,4,RUS,3AB,ru_RU,Беляков,"клх Белорецк, бул. Урожайный, д. 844 к. 99, 770783",034637,RUS,Иванна,1972-03-13,fade_27@hotmail.com,Mastercard,2026-07-03,4116902173171307,evpraksija2013@ooo.org,2026-05-21,Ivanna,Beliakov
RUS_0,RUS_0_4,46,45-49,AGE10,F,M,78,4,RUS,3AB,ru_RU,Беляков,"клх Белорецк, бул. Урожайный, д. 844 к. 99, 770783",034637,RUS,Мария,1975-10-25,silinazhanna@rambler.ru,Mastercard,2023-11-03,4767119623359844,oksana_55@oao.edu,2025-03-01,Mariia,Beliakov
SLE_0,SLE_0_1,60,60-64,AGE13,M,M,60,2,SLE,2B,af_ZA,Smith,"28636 Burton Park
Wendymouth, CT 94875",05484,SLE,Christopher,1961-05-29,courtneybarrera@gmail.com,JCB 16 digit,2023-03-24,675993594927,zacharymaddox@kline.biz,2024-05-29,Christopher,Smith
SLE_0,SLE_0_2,20,20-24,AGE5,M,M,60,2,SLE,2B,af_ZA,Smith,"28636 Burton Park
Wendymouth, CT 94875",05484,SLE,William,2001-04-23,brian53@yahoo.com,-,-,-,-,2022-11-01,William,Smith
SLE_1,SLE_1_1,66,65-69,AGE14,M,M,66,2,SLE,3AB,af_ZA,Campbell,"USNS Martin
FPO AP 88711",93628,SLE,Terrance,1955-03-20,tamaramonroe@gmail.com,Maestro,2022-12-06,4602849403710803,jonpatel@cannon.com,2022-06-27,Terrance,Campbell
SLE_1,SLE_1_2,75,75-79,AGE16,F,M,66,2,SLE,3AB,af_ZA,Campbell,"USNS Martin
FPO AP 88711",93628,SLE,Natasha,1946-09-29,sandraedwards@gmail.com,Maestro,2024-10-15,30389521718685,martinezsusan@campbell.com,2025-04-22,Natasha,Campbell
SLE_2,SLE_2_1,44,40-44,AGE9,M,M,44,3,SLE,3AB,af_ZA,Miranda,"981 Warren Spring Apt. 150
South Robertfurt, NJ 83736",74278,SLE,William,1977-01-11,melinda60@hotmail.com,VISA 13 digit,2025-06-19,30066475251471,kristin68@strickland-stark.biz,2022-06-12,William,Miranda
SLE_2,SLE_2_2,46,45-49,AGE10,F,M,44,3,SLE,3AB,af_ZA,Miranda,"981 Warren Spring Apt. 150
South Robertfurt, NJ 83736",74278,SLE,Anita,1975-07-24,tara80@yahoo.com,VISA 16 digit,2023-07-18,2253025027408332,ashley43@galloway.com,2024-01-24,Anita,Miranda
SLE_2,SLE_2_3,56,55-59,AGE12,F,M,44,3,SLE,3AB,af_ZA,Miranda,"981 Warren Spring Apt. 150
South Robertfurt, NJ 83736",74278,SLE,Monica,1965-12-21,lisa90@yahoo.com,JCB 16 digit,2022-01-02,180034697435858,mgordon@davis.com,2024-05-27,Monica,Miranda
SLE_3,SLE_3_1,71,70-74,AGE15,F,F,71,1,SLE,1B,af_ZA,Moran,"07385 Brandi Summit
Brownfort, NM 37745",35876,SLE,Pamela,1950-11-07,operez@hotmail.com,VISA 16 digit,2024-02-24,4209499098099166,taylorkevin@paul.org,2022-08-09,Pamela,Moran
SLE_4,SLE_4_1,46,45-49,AGE10,M,M,46,2,SLE,3AB,af_ZA,Ponce,"736 Jimenez Oval
Hermanview, MP 91022",87739,SLE,Curtis,1975-03-03,chandlerian@gmail.com,Maestro,2022-04-11,5450386231273308,theresa40@briggs.com,2025-07-19,Curtis,Ponce
SLE_4,SLE_4_2,65,65-69,AGE14,F,M,46,2,SLE,3AB,af_ZA,Ponce,"736 Jimenez Oval
Hermanview, MP 91022",87739,SLE,Lauren,1956-02-20,alexis68@hotmail.com,JCB 16 digit,2025-05-04,4345351875585211,leecarla@reese.com,2024-05-29,Lauren,Ponce
SLE_5,SLE_5_1,64,60-64,AGE13,M,M,64,2,SLE,3AB,af_ZA,Jones,"88064 Sarah Manors
Karenmouth, IA 28752",48298,SLE,Timothy,1957-08-31,karen21@hotmail.com,JCB 16 digit,2023-11-16,3583607964190061,marc47@lee.net,2023-05-19,Timothy,Jones
SLE_5,SLE_5_2,79,75-79,AGE16,F,M,64,2,SLE,3AB,af_ZA,Jones,"88064 Sarah Manors
Karenmouth, IA 28752",48298,SLE,Jacqueline,1942-06-18,anthony56@gmail.com,Diners Club / Carte Blanche,2024-10-16,4290151954248060,marquezroger@coleman-brown.com,2024-05-24,Jacqueline,Jones
SVN_0,SVN_0_1,25,25-29,AGE6,M,M,25,4,SVN,2A,sl_SI,Perko,"Mlinska pot 1c
1058 Rogaška Slatina",4547,SVN,Janez,1996-08-02,kumerjadranka@gmail.com,JCB 15 digit,2022-08-14,180069050637666,simonmrak@amalija.com,2026-04-13,Janez,Perko
SVN_0,SVN_0_2,1,0-4,AGE1,M,M,25,4,SVN,2A,sl_SI,Perko,"Mlinska pot 1c
1058 Rogaška Slatina",4547,SVN,Tomaž,2020-10-21,-,-,-,-,-,2022-04-14,Tomaz,Perko
SVN_0,SVN_0_3,0,0-4,AGE1,F,M,25,4,SVN,2A,sl_SI,Perko,"Mlinska pot 1c
1058 Rogaška Slatina",4547,SVN,Klavdija,2021-09-02,-,-,-,-,-,2026-10-17,Klavdija,Perko
SVN_0,SVN_0_4,0,0-4,AGE1,F,M,25,4,SVN,2A,sl_SI,Perko,"Mlinska pot 1c
1058 Rogaška Slatina",4547,SVN,Ljudmila,2021-04-20,-,-,-,-,-,2022-02-17,Ljudmila,Perko
TZA_0,TZA_0_1,70,70-74,AGE15,M,M,70,2,TZA,2B,af_ZA,Cannon,"3984 Jamie Mews Apt. 672
Stacyburgh, AL 67452",08004,TZA,Keith,1951-12-19,darius68@hotmail.com,Mastercard,2023-11-14,4929401350494782238,vwilson@benjamin.com,2026-05-26,Keith,Cannon
TZA_0,TZA_0_2,36,35-39,AGE8,M,M,70,2,TZA,2B,af_ZA,Cannon,"3984 Jamie Mews Apt. 672
Stacyburgh, AL 67452",08004,TZA,David,1985-06-18,byrdgregory@hotmail.com,Maestro,2024-01-31,4571441183526048506,victoria97@hays.com,2026-08-22,David,Cannon
TZA_1,TZA_1_1,57,55-59,AGE12,M,M,57,2,TZA,2B,af_ZA,Barron,"127 Hamilton Via
North Laurahaven, MO 09849",93009,TZA,Vincent,1964-07-25,tracy94@hotmail.com,VISA 13 digit,2023-12-08,4440385785865465608,william06@hamilton.org,2023-07-28,Vincent,Barron
TZA_1,TZA_1_2,23,20-24,AGE5,M,M,57,2,TZA,2B,af_ZA,Barron,"127 Hamilton Via
North Laurahaven, MO 09849",93009,TZA,James,1998-09-04,hollybanks@hotmail.com,Discover,2025-02-15,4088933906786008,shess@jones.net,2026-01-16,James,Barron
TZA_2,TZA_2_1,25,25-29,AGE6,M,M,25,4,TZA,2A,af_ZA,Phillips,"9890 Johnson Vista
Kyleport, MN 88423",09619,TZA,Caleb,1996-01-20,parkersamantha@gmail.com,VISA 13 digit,2022-09-03,4931374153156422,flopez@bowman.com,2022-07-17,Caleb,Phillips
TZA_2,TZA_2_2,0,0-4,AGE1,M,M,25,4,TZA,2A,af_ZA,Phillips,"9890 Johnson Vista
Kyleport, MN 88423",09619,TZA,Richard,2021-02-01,-,-,-,-,-,2025-09-06,Richard,Phillips
TZA_2,TZA_2_3,0,0-4,AGE1,M,M,25,4,TZA,2A,af_ZA,Phillips,"9890 Johnson Vista
Kyleport, MN 88423",09619,TZA,Robert,2021-02-06,-,-,-,-,-,2025-02-15,Robert,Phillips
TZA_2,TZA_2_4,0,0-4,AGE1,F,M,25,4,TZA,2A,af_ZA,Phillips,"9890 Johnson Vista
Kyleport, MN 88423",09619,TZA,Michaela,2021-06-27,-,-,-,-,-,2023-08-01,Michaela,Phillips
TZA_3,TZA_3_1,32,30-34,AGE7,M,M,32,1,TZA,1B,af_ZA,Williams,"USNV Valencia
FPO AP 57646",06406,TZA,Sergio,1989-12-02,mmckenzie@gmail.com,Discover,2023-11-16,630454632542,hchambers@garza-harrison.com,2025-10-01,Sergio,Williams
TZA_4,TZA_4_1,49,45-49,AGE10,M,M,49,4,TZA,3AB,af_ZA,Craig,"791 Summers Mountain Apt. 319
Port Heather, DE 48812",43736,TZA,Christopher,1972-05-12,cbernard@yahoo.com,VISA 16 digit,2024-03-29,6011763898601973,carrilloharold@holland-pope.com,2025-01-24,Christopher,Craig
TZA_4,TZA_4_2,48,45-49,AGE10,F,M,49,4,TZA,3AB,af_ZA,Craig,"791 Summers Mountain Apt. 319
Port Heather, DE 48812",43736,TZA,Vickie,1973-05-05,anna82@gmail.com,American Express,2025-09-28,180075786664338,robertshields@stanton.com,2022-02-20,Vickie,Craig
TZA_4,TZA_4_3,51,50-54,AGE11,F,M,49,4,TZA,3AB,af_ZA,Craig,"791 Summers Mountain Apt. 319
Port Heather, DE 48812",43736,TZA,Tara,1970-08-05,hornmegan@hotmail.com,VISA 16 digit,2025-07-10,213118915300159,dwoods@smith.com,2026-12-03,Tara,Craig
TZA_4,TZA_4_4,34,30-34,AGE7,F,M,49,4,TZA,3AB,af_ZA,Craig,"791 Summers Mountain Apt. 319
Port Heather, DE 48812",43736,TZA,Leslie,1987-06-19,isaacabbott@hotmail.com,JCB 16 digit,2024-10-22,3562001028039362,jamesmiller@nelson.net,2024-04-19,Leslie,Craig
TZA_5,TZA_5_1,44,40-44,AGE9,M,M,44,1,TZA,1B,af_ZA,Nichols,"793 Young Flats
Port Dawnland, HI 18905",48416,TZA,Joseph,1977-05-13,william27@yahoo.com,VISA 16 digit,2026-04-03,6011227963323541,brichardson@green.com,2026-03-15,Joseph,Nichols
UKR_0,UKR_0_1,56,55-59,AGE12,M,M,56,1,UKR,1B,uk_UA,Ткач,"узвіз Житомирська, буд. 363, Кам'янське, 55772",29633,UKR,Георгій,1965-09-12,chekaliukmykhailyna@gmail.com,Visa,2026-11-14,5331474271716942,gtsisyk@bazavluchenko.укр,2026-01-27,Georgii,Tkach
